Customer ID,customer_segment,predicted_segment,max_posterior,confidence_category,prob_At Risk,prob_Champions,prob_Hibernating or Lost,prob_Loyal Customers,country,avg_unit_price,bulk_buy_ratio,avg_basket_size,product_diversity,weekend_ratio,tenure_days,return_rate
17292,At Risk,Hibernating or Lost,0.5684954027892394,moderate_review,0.40984108322818874,0.00048577128866241604,0.5684954027892394,0.02117774269390864,United Kingdom,4.784666666666666,0.13333333333333333,8.733333333333333,14,0.4,107,0.0
16147,Loyal Customers,Champions,0.9852790493222477,high,9.311153439037625e-06,0.9852790493222477,1.039796187679245e-10,0.014711639420332817,United Kingdom,3.1163235294117646,0.4632352941176471,10.257352941176471,113,0.0,538,0.2857142857142857
16398,Loyal Customers,At Risk,0.5015424187841035,moderate_review,0.5015424187841035,0.02761927881043598,0.00604655641625755,0.4647917459892031,United Kingdom,5.544634146341464,0.3780487804878049,9.24390243902439,75,0.0,99,0.5
14930,Loyal Customers,Champions,0.6186349792270993,moderate_review,0.0026765902520183983,0.6186349792270993,1.5358853188867177e-09,0.3786884289849965,Other,4.710501792114695,0.23655913978494625,7.881720430107527,213,0.0,497,0.3333333333333333
15709,At Risk,Loyal Customers,0.7940006714673897,high,0.18490768518801293,0.021087597651043878,4.045693553192132e-06,0.7940006714673897,United Kingdom,4.618518518518518,0.14814814814814814,6.2592592592592595,26,0.0,305,0.0
13582,At Risk,Loyal Customers,0.6838608719941975,moderate_review,0.25969620458755754,0.05637879461027785,6.412880796746563e-05,0.6838608719941975,United Kingdom,2.862727272727273,0.6363636363636364,9.636363636363637,10,0.0,227,0.0
16093,At Risk,Hibernating or Lost,0.6625839037072621,moderate_review,0.3305777478583861,0.00021911515849650084,0.6625839037072621,0.006619233275855649,United Kingdom,0.85,1.0,20.0,1,0.0,0,0.0
14720,Loyal Customers,At Risk,0.7763338967350972,high,0.7763338967350972,0.0026959034140050767,0.04812401921939817,0.1728461806314996,United Kingdom,5.744594594594595,0.2702702702702703,5.918918918918919,34,0.7567567567567568,120,0.0
16815,At Risk,Loyal Customers,0.5967589475498478,moderate_review,0.32769285642182966,0.03240686932055382,0.04314132670776823,0.5967589475498478,United Kingdom,2.555405405405405,0.013513513513513514,3.2162162162162162,66,0.4594594594594595,82,0.0
15580,Loyal Customers,Champions,0.6901733718522715,moderate_review,0.0003786561280574872,0.6901733718522715,1.5293954725311276e-09,0.3094479704902757,United Kingdom,2.427816593886463,0.09606986899563319,4.187772925764192,150,0.4978165938864629,293,0.42857142857142855
17942,Loyal Customers,Hibernating or Lost,0.5817565378872296,moderate_review,0.40747214724564496,0.00037708149633431705,0.5817565378872296,0.010394233370791183,United Kingdom,1.525,0.5,19.0,2,0.0,0,0.0
16641,At Risk,Loyal Customers,0.5715335840084844,moderate_review,0.021311225228060438,0.40714803300050023,7.15776295578671e-06,0.5715335840084844,United Kingdom,2.0336111111111115,0.4722222222222222,12.61111111111111,36,0.0,596,0.0
12464,Champions,Loyal Customers,0.6874021859596238,moderate_review,0.29934297453607467,0.012885183874790882,0.0003696556295096421,0.6874021859596238,Belgium,11.832758620689654,0.034482758620689655,3.8620689655172415,6,0.0,299,0.0
13806,At Risk,Hibernating or Lost,0.643709969611338,moderate_review,0.35032787220033684,0.00012120826272555341,0.643709969611338,0.005840949925598924,United Kingdom,5.233,0.2,5.6,10,0.0,0,0.0
13739,Loyal Customers,Champions,0.5381876613699446,moderate_review,0.053551741364450824,0.5381876613699446,0.00013497294681758752,0.4081256243187878,United Kingdom,4.416666666666667,0.5,12.666666666666666,6,0.0,509,0.0
12596,Loyal Customers,At Risk,0.9008393315496838,high,0.9008393315496838,0.001120745687065301,0.041613099621453736,0.05642682314179875,Spain,4.405555555555556,0.48148148148148145,17.555555555555557,25,0.0,190,0.0
13040,Loyal Customers,At Risk,0.6779982120978826,moderate_review,0.6779982120978826,0.006224773569220519,0.0451586564277893,0.27061835790510735,United Kingdom,2.8039534883720934,0.3488372093023256,8.255813953488373,38,0.4883720930232558,24,0.0
17301,Loyal Customers,Champions,0.9527062675286382,high,0.00019191816491408956,0.9527062675286382,9.341430826162367e-08,0.04710172089214037,United Kingdom,1.8352892561983472,0.024793388429752067,1.8925619834710743,107,0.0,603,0.0
12571,Loyal Customers,At Risk,0.9157915554554088,high,0.9157915554554088,0.001173837678118633,0.034398732487927276,0.04863587437854596,France,1.3205882352941176,0.8235294117647058,15.382352941176471,31,0.0,81,0.0
15651,Loyal Customers,Champions,0.7110812118740526,moderate_review,0.002358325185274662,0.7110812118740526,7.50661662507809e-07,0.28655971227901045,United Kingdom,2.0708333333333333,0.6666666666666666,14.516666666666667,52,0.0,559,0.0
17784,Hibernating or Lost,At Risk,0.7386192680994106,moderate_review,0.7386192680994106,0.0007581263579156654,0.20853770037844843,0.052084905164225315,United Kingdom,3.0591304347826087,0.043478260869565216,3.130434782608696,19,0.0,0,0.0
17245,At Risk,Loyal Customers,0.8439112625566225,high,0.12815588707733466,0.027930054612747404,2.7957532952882293e-06,0.8439112625566225,United Kingdom,1.8896000000000002,0.48,12.28,24,0.0,484,0.0
15595,At Risk,Hibernating or Lost,0.6625839037072621,moderate_review,0.3305777478583861,0.00021911515849650084,0.6625839037072621,0.006619233275855649,United Kingdom,2.2,1.0,36.0,4,0.0,0,0.0
13283,Loyal Customers,Champions,0.4941797956867524,low_review,0.01257067260395126,0.4941797956867524,3.4119327717654834e-06,0.49324611977652383,United Kingdom,2.495,0.2,10.2,19,0.0,580,0.0
16042,Champions,Loyal Customers,0.8187314163843398,high,0.0016942784249848134,0.17957430383890305,1.35177279370601e-09,0.8187314163843398,United Kingdom,2.976,0.46923076923076923,11.092307692307692,88,0.2846153846153846,431,0.2727272727272727
12651,Loyal Customers,At Risk,0.8114235802119693,high,0.8114235802119693,0.0034926057799604,0.012291130599845513,0.17279268340822507,France,2.04,0.5333333333333333,8.833333333333334,30,0.3,130,0.2
15003,Loyal Customers,At Risk,0.4176832484611063,low_review,0.4176832484611063,0.16874241028790293,0.060801415424458084,0.35277292582653247,United Kingdom,2.1832664756446993,0.008595988538681949,1.5673352435530086,253,0.0,209,0.14285714285714285
14350,Loyal Customers,At Risk,0.5015424187841035,moderate_review,0.5015424187841035,0.02761927881043598,0.00604655641625755,0.4647917459892031,United Kingdom,4.105084745762712,0.423728813559322,9.203389830508474,55,0.0,155,0.25
12829,At Risk,Loyal Customers,0.7309211457103838,moderate_review,0.19640010591211252,0.07266698053846178,1.1767839040944828e-05,0.7309211457103838,United Kingdom,7.851578947368421,0.42105263157894735,28.94736842105263,17,0.0,213,0.25
17960,At Risk,Loyal Customers,0.7563950384726024,high,0.22912438033414803,0.014452779160531573,2.7802032718477615e-05,0.7563950384726024,United Kingdom,2.1867567567567567,0.0,1.6216216216216217,37,0.0,470,0.0
14445,Hibernating or Lost,At Risk,0.6490496539052968,moderate_review,0.6490496539052968,0.0008142945040086987,0.2981523169356102,0.051983734655084816,United Kingdom,2.7171875,0.0,2.59375,32,0.0,0,0.0
16797,Loyal Customers,Champions,0.6580586672494315,moderate_review,0.0015409554744909924,0.6580586672494315,1.0115037562013794e-08,0.3404003671610393,United Kingdom,2.7694594594594597,0.012285012285012284,2.2334152334152333,289,0.15233415233415235,344,0.4444444444444444
14956,At Risk,Hibernating or Lost,0.6625839037072621,moderate_review,0.3305777478583861,0.00021911515849650084,0.6625839037072621,0.006619233275855649,United Kingdom,0.53,1.0,625.0,4,0.0,0,0.0
14893,Loyal Customers,Champions,0.8033193951936685,high,0.0003690258843495236,0.8033193951936685,7.366937039346583e-09,0.19631157155504536,United Kingdom,3.115566037735849,0.37735849056603776,9.877358490566039,98,0.0,608,0.5
12883,Loyal Customers,At Risk,0.699121992610056,moderate_review,0.699121992610056,0.0014159763552151494,0.18391261086613653,0.1155494201685927,United Kingdom,5.926904761904762,0.09523809523809523,4.666666666666667,39,0.4523809523809524,64,0.0
18150,Loyal Customers,At Risk,0.644143173128623,moderate_review,0.644143173128623,0.00801259956536026,0.043651474066399076,0.30419275323961814,United Kingdom,2.3235135135135137,0.4864864864864865,8.972972972972974,29,0.3783783783783784,169,0.0
18240,Loyal Customers,Hibernating or Lost,0.6005744235979578,moderate_review,0.39158098138480507,0.00027369050838278936,0.6005744235979578,0.007570904508855301,United Kingdom,3.9283333333333332,0.6666666666666666,21.0,6,0.0,0,0.0
13595,At Risk,Loyal Customers,0.48891135866633423,low_review,0.10266631000966026,0.4037753303243101,0.004647000999695328,0.48891135866633423,United Kingdom,3.0595394736842105,0.03289473684210526,2.3223684210526314,114,0.2894736842105263,129,0.0
12783,Champions,Loyal Customers,0.8411732744266976,high,0.13341469543286671,0.02400279454232112,0.0014092355981142094,0.8411732744266976,Portugal,12.22857142857143,0.30952380952380953,7.428571428571429,76,0.21428571428571427,73,0.25
13241,Hibernating or Lost,At Risk,0.6311892606008653,moderate_review,0.6311892606008653,0.003379884566646217,0.17840920893982906,0.18702164589265904,United Kingdom,2.5504761904761906,0.0,1.1428571428571428,40,1.0,0,0.0
14840,At Risk,Loyal Customers,0.9015977763800875,high,0.04674626647802332,0.05165567478413761,2.8235775127383277e-07,0.9015977763800875,United Kingdom,2.8695454545454546,0.45454545454545453,8.136363636363637,20,0.0,271,0.3333333333333333
14373,At Risk,Hibernating or Lost,0.643709969611338,moderate_review,0.35032787220033684,0.00012120826272555341,0.643709969611338,0.005840949925598924,United Kingdom,11.625,0.25,4.25,4,0.0,0,0.0
17171,At Risk,Loyal Customers,0.8148298790975255,high,0.16038483009853569,0.024781720498658927,3.5703052792786507e-06,0.8148298790975255,United Kingdom,4.0687999999999995,0.52,9.0,25,0.0,372,0.0
17803,Hibernating or Lost,At Risk,0.6490496539052968,moderate_review,0.6490496539052968,0.0008142945040086987,0.2981523169356102,0.051983734655084816,United Kingdom,2.5818518518518516,0.07407407407407407,3.6296296296296298,27,0.0,0,0.0
13575,Loyal Customers,At Risk,0.8373151763866855,high,0.8373151763866855,0.001301868549022797,0.08410603653477151,0.07727691852951986,United Kingdom,2.1478260869565218,0.43478260869565216,9.76086956521739,41,0.0,152,0.0
12964,Hibernating or Lost,At Risk,0.7386192680994106,moderate_review,0.7386192680994106,0.0007581263579156654,0.20853770037844843,0.052084905164225315,United Kingdom,3.621923076923077,0.038461538461538464,2.1538461538461537,26,0.0,0,0.0
13011,At Risk,Hibernating or Lost,0.8053437570891684,high,0.192085193772146,4.547106426641222e-05,0.8053437570891684,0.0025255780744198038,United Kingdom,4.216666666666667,0.0,4.333333333333333,3,0.0,0,0.0
15758,At Risk,Hibernating or Lost,0.8053437570891684,high,0.192085193772146,4.547106426641222e-05,0.8053437570891684,0.0025255780744198038,United Kingdom,4.427777777777778,0.0,5.222222222222222,9,0.0,0,0.0
17946,At Risk,Hibernating or Lost,0.7305408822328047,moderate_review,0.2638483094784826,0.00013509900715557725,0.7305408822328047,0.005475709281556422,United Kingdom,3.1445,0.05,3.75,18,0.0,26,0.0
15406,Loyal Customers,Champions,0.6901733718522715,moderate_review,0.0003786561280574872,0.6901733718522715,1.5293954725311276e-09,0.3094479704902757,United Kingdom,2.562213114754098,0.10655737704918032,4.483606557377049,108,0.5655737704918032,422,0.3333333333333333
17476,At Risk,Loyal Customers,0.8742024095326586,high,0.09613937946076415,0.02965767981529876,5.311912781724016e-07,0.8742024095326586,United Kingdom,5.893225806451613,0.3225806451612903,7.225806451612903,29,0.0,341,0.5
17456,Loyal Customers,At Risk,0.5291912171803411,moderate_review,0.5291912171803411,0.028483464288169353,0.02714567146270019,0.4151796470687891,United Kingdom,2.9332467532467534,0.4025974025974026,9.480519480519481,59,0.0,90,0.0
17590,Champions,Loyal Customers,0.4790925992139787,low_review,0.08857659440746476,0.4258076151533044,0.006523191225252925,0.4790925992139787,United Kingdom,2.668407960199005,0.0845771144278607,4.119402985074627,162,0.2835820895522388,37,0.0
15619,At Risk,Hibernating or Lost,0.6005744235979578,moderate_review,0.39158098138480507,0.00027369050838278936,0.6005744235979578,0.007570904508855301,United Kingdom,4.416666666666667,1.0,45.333333333333336,3,0.0,0,0.0
15106,Champions,Loyal Customers,0.8255364234234961,high,0.005564472164747083,0.16889909267246667,1.1739289505030143e-08,0.8255364234234961,United Kingdom,2.4882,0.55,11.81,90,0.0,251,0.2857142857142857
14259,At Risk,Hibernating or Lost,0.5226520580879255,moderate_review,0.45967107867182944,0.0007119382263818552,0.5226520580879255,0.016964925013863624,United Kingdom,2.83,0.6,13.6,5,0.0,0,0.0
13039,Loyal Customers,At Risk,0.6790364749681377,moderate_review,0.6790364749681377,0.000322223680792007,0.2903048211314664,0.030336480219603876,United Kingdom,5.494363636363636,0.07272727272727272,5.2727272727272725,37,0.0,138,0.0
14037,Loyal Customers,Champions,0.6640405193033903,moderate_review,0.0023323698205927864,0.6640405193033903,1.6686191495245414e-06,0.33362544225686747,United Kingdom,2.313684210526316,0.08771929824561403,5.175438596491228,96,0.06140350877192982,556,0.14285714285714285
13980,Loyal Customers,Champions,0.7761128375786557,high,0.00016832753977758734,0.7761128375786557,2.7100822046427812e-09,0.2237188321714851,United Kingdom,3.630923076923077,0.2153846153846154,7.338461538461538,57,0.7538461538461538,595,0.4444444444444444
14013,Loyal Customers,Champions,0.7989414551368489,high,0.00019029437117656778,0.7989414551368489,1.5060458396508167e-08,0.20086823543151622,United Kingdom,2.7166176470588232,0.4411764705882353,11.397058823529411,56,0.38235294117647056,513,0.16666666666666666
12987,Loyal Customers,Champions,0.6612188227784562,moderate_review,0.002643251619972359,0.6612188227784562,4.2194712792944623e-07,0.33613750365444417,United Kingdom,4.939090909090909,0.4090909090909091,8.863636363636363,61,0.0,615,0.16666666666666666
14850,Loyal Customers,Champions,0.6376613947530452,moderate_review,0.0005688565218546311,0.6376613947530452,6.584991974716395e-10,0.36176974806660084,United Kingdom,1.9299004975124376,0.21890547263681592,7.0049751243781095,129,0.47761194029850745,256,0.2222222222222222
13287,At Risk,Loyal Customers,0.5648063316687558,moderate_review,0.38612654749807346,0.04599291527420003,0.00307420555897023,0.5648063316687558,United Kingdom,3.0541509433962264,0.4339622641509434,8.09433962264151,46,0.0,101,0.5714285714285714
12840,Loyal Customers,Champions,0.9781224605723451,high,2.1083049017383215e-05,0.9781224605723451,4.659050044200145e-10,0.02185645591273184,United Kingdom,2.142443181818182,0.4943181818181818,12.829545454545455,109,0.0,530,0.36363636363636365
15887,Loyal Customers,At Risk,0.7843675251583553,high,0.7843675251583553,0.004056566401167722,0.09388879965580962,0.11768710878466816,United Kingdom,2.7045945945945946,0.4864864864864865,16.35135135135135,27,0.13513513513513514,148,0.0
15604,At Risk,Hibernating or Lost,0.5623740537863559,moderate_review,0.42811161236325623,0.00022325832481394332,0.5623740537863559,0.009291075525574902,United Kingdom,1.543529411764706,0.5294117647058824,9.352941176470589,17,0.0,0,0.0
13311,Loyal Customers,At Risk,0.8564446663241873,high,0.8564446663241873,0.0014041607220950522,0.06582873229006471,0.0763224406636539,United Kingdom,4.1207692307692305,0.4230769230769231,11.73076923076923,25,0.0,145,0.0
